Local time,Open,High,Low,Close,Volume
16.06.2018 08:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 09:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 10:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 11:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 12:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 13:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 14:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 15:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 16:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 17:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 18:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 19:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 20:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 21:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 22:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
16.06.2018 23:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 00:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 01:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 02:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 03:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 04:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 05:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 06:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 07:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 08:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 09:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 10:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 11:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 12:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 13:00:00.000 GMT-0700,1.16059,1.16059,1.16059,1.16059,0
17.06.2018 14:00:00.000 GMT-0700,1.15874,1.16020,1.15860,1.15945,3370.51
17.06.2018 15:00:00.000 GMT-0700,1.15950,1.15959,1.15934,1.15947,2934.6101
17.06.2018 16:00:00.000 GMT-0700,1.15947,1.15969,1.15905,1.15930,2687.3101
17.06.2018 17:00:00.000 GMT-0700,1.15930,1.15948,1.15771,1.15776,7102.3398
17.06.2018 18:00:00.000 GMT-0700,1.15776,1.15885,1.15760,1.15885,5219.8101
17.06.2018 19:00:00.000 GMT-0700,1.15885,1.15890,1.15835,1.15872,5311.4702
17.06.2018 20:00:00.000 GMT-0700,1.15872,1.15935,1.15869,1.15904,4206.3701
17.06.2018 21:00:00.000 GMT-0700,1.15905,1.15940,1.15879,1.15909,4249.1802
17.06.2018 22:00:00.000 GMT-0700,1.15909,1.15984,1.15909,1.15928,4819.3301
17.06.2018 23:00:00.000 GMT-0700,1.15928,1.15974,1.15742,1.15743,11830.75
18.06.2018 00:00:00.000 GMT-0700,1.15741,1.15795,1.15653,1.15728,15949.29
18.06.2018 01:00:00.000 GMT-0700,1.15725,1.15912,1.15702,1.15898,13085.9902
18.06.2018 02:00:00.000 GMT-0700,1.15899,1.16106,1.15891,1.15974,12719.9805
18.06.2018 03:00:00.000 GMT-0700,1.15974,1.16196,1.15945,1.16185,11802.3398
18.06.2018 04:00:00.000 GMT-0700,1.16185,1.16242,1.16101,1.16107,13104.6201
18.06.2018 05:00:00.000 GMT-0700,1.16106,1.16199,1.16039,1.16052,14168.7002
18.06.2018 06:00:00.000 GMT-0700,1.16052,1.16085,1.15953,1.16043,14389.25
18.06.2018 07:00:00.000 GMT-0700,1.16042,1.16201,1.15973,1.16119,15452.29
18.06.2018 08:00:00.000 GMT-0700,1.16117,1.16173,1.16044,1.16053,13554.96
18.06.2018 09:00:00.000 GMT-0700,1.16054,1.16095,1.16012,1.16046,8644.3096
18.06.2018 10:00:00.000 GMT-0700,1.16048,1.16148,1.16027,1.16138,7554.29
18.06.2018 11:00:00.000 GMT-0700,1.16137,1.16214,1.16117,1.16146,7551.7598
18.06.2018 12:00:00.000 GMT-0700,1.16149,1.16200,1.16139,1.16165,6466.6602
18.06.2018 13:00:00.000 GMT-0700,1.16162,1.16238,1.16145,1.16221,4235.7002
18.06.2018 14:00:00.000 GMT-0700,1.16224,1.16232,1.16186,1.16211,4224.2002
18.06.2018 15:00:00.000 GMT-0700,1.16209,1.16244,1.16200,1.16212,3480.1699
18.06.2018 16:00:00.000 GMT-0700,1.16212,1.16410,1.16209,1.16298,6762.6602
18.06.2018 17:00:00.000 GMT-0700,1.16297,1.16355,1.16257,1.16342,9331.2998
18.06.2018 18:00:00.000 GMT-0700,1.16341,1.16406,1.16284,1.16362,7868.46
18.06.2018 19:00:00.000 GMT-0700,1.16361,1.16396,1.16311,1.16318,6277.3599
18.06.2018 20:00:00.000 GMT-0700,1.16317,1.16445,1.16312,1.16403,6487.98
18.06.2018 21:00:00.000 GMT-0700,1.16403,1.16403,1.16240,1.16272,6359.29
18.06.2018 22:00:00.000 GMT-0700,1.16273,1.16335,1.16189,1.16213,8457.5
18.06.2018 23:00:00.000 GMT-0700,1.16213,1.16241,1.15817,1.15832,16408.9707
19.06.2018 00:00:00.000 GMT-0700,1.15831,1.15908,1.15710,1.15806,17656.5195
19.06.2018 01:00:00.000 GMT-0700,1.15807,1.15975,1.15418,1.15539,22934.9395
19.06.2018 02:00:00.000 GMT-0700,1.15538,1.15599,1.15307,1.15513,17316.4902
19.06.2018 03:00:00.000 GMT-0700,1.15510,1.15600,1.15432,1.15522,14947.0898
19.06.2018 04:00:00.000 GMT-0700,1.15522,1.15530,1.15397,1.15447,16722.8691
19.06.2018 05:00:00.000 GMT-0700,1.15450,1.15629,1.15335,1.15544,19643.0703
19.06.2018 06:00:00.000 GMT-0700,1.15546,1.15667,1.15504,1.15611,19295.75
19.06.2018 07:00:00.000 GMT-0700,1.15608,1.15726,1.15556,1.15650,20618.0391
19.06.2018 08:00:00.000 GMT-0700,1.15650,1.15871,1.15605,1.15779,14476.2998
19.06.2018 09:00:00.000 GMT-0700,1.15780,1.15781,1.15654,1.15700,10936.1104
19.06.2018 10:00:00.000 GMT-0700,1.15700,1.15834,1.15683,1.15727,8188.8599
19.06.2018 11:00:00.000 GMT-0700,1.15727,1.15874,1.15686,1.15743,8462.1396
19.06.2018 12:00:00.000 GMT-0700,1.15743,1.15809,1.15707,1.15808,7592.6899
19.06.2018 13:00:00.000 GMT-0700,1.15807,1.15938,1.15797,1.15883,4822.0898
19.06.2018 14:00:00.000 GMT-0700,1.15886,1.15892,1.15834,1.15847,3052.46
19.06.2018 15:00:00.000 GMT-0700,1.15854,1.15891,1.15841,1.15885,2025.78
19.06.2018 16:00:00.000 GMT-0700,1.15885,1.15954,1.15874,1.15881,4054.4199
19.06.2018 17:00:00.000 GMT-0700,1.15882,1.15891,1.15758,1.15759,6843.9302
19.06.2018 18:00:00.000 GMT-0700,1.15759,1.15867,1.15730,1.15816,8517.6104
19.06.2018 19:00:00.000 GMT-0700,1.15816,1.15882,1.15772,1.15807,6738.6299
19.06.2018 20:00:00.000 GMT-0700,1.15807,1.15814,1.15711,1.15746,5362.6201
19.06.2018 21:00:00.000 GMT-0700,1.15748,1.15748,1.15676,1.15702,4202.9399
19.06.2018 22:00:00.000 GMT-0700,1.15702,1.15789,1.15670,1.15725,7304.52
19.06.2018 23:00:00.000 GMT-0700,1.15724,1.15842,1.15635,1.15667,12367.7803
20.06.2018 00:00:00.000 GMT-0700,1.15666,1.15926,1.15629,1.15767,14922.1299
20.06.2018 01:00:00.000 GMT-0700,1.15767,1.15767,1.15365,1.15572,18382.5
20.06.2018 02:00:00.000 GMT-0700,1.15572,1.15755,1.15561,1.15645,12760.1602
20.06.2018 03:00:00.000 GMT-0700,1.15645,1.15735,1.15568,1.15610,12318.5098
20.06.2018 04:00:00.000 GMT-0700,1.15609,1.15748,1.15572,1.15742,12357.3301
20.06.2018 05:00:00.000 GMT-0700,1.15742,1.15968,1.15698,1.15939,16014.3096
20.06.2018 06:00:00.000 GMT-0700,1.15940,1.15999,1.15761,1.15825,19661.9395
20.06.2018 07:00:00.000 GMT-0700,1.15828,1.15860,1.15663,1.15779,18521.5898
20.06.2018 08:00:00.000 GMT-0700,1.15785,1.15916,1.15737,1.15916,15892.5996
20.06.2018 09:00:00.000 GMT-0700,1.15914,1.15939,1.15855,1.15889,11528.0303
20.06.2018 10:00:00.000 GMT-0700,1.15890,1.15957,1.15850,1.15916,8793.3896
20.06.2018 11:00:00.000 GMT-0700,1.15917,1.15927,1.15776,1.15863,11144.1504
20.06.2018 12:00:00.000 GMT-0700,1.15863,1.15889,1.15797,1.15809,7015.8901
20.06.2018 13:00:00.000 GMT-0700,1.15806,1.15842,1.15703,1.15708,5118.9102
20.06.2018 14:00:00.000 GMT-0700,1.15701,1.15764,1.15695,1.15733,3682.48
20.06.2018 15:00:00.000 GMT-0700,1.15733,1.15770,1.15725,1.15765,2635.71
20.06.2018 16:00:00.000 GMT-0700,1.15766,1.15796,1.15718,1.15773,4416.2002
20.06.2018 17:00:00.000 GMT-0700,1.15774,1.15801,1.15704,1.15766,6263.3198
20.06.2018 18:00:00.000 GMT-0700,1.15765,1.15767,1.15617,1.15672,9210.6104
20.06.2018 19:00:00.000 GMT-0700,1.15672,1.15762,1.15659,1.15670,6335.02
20.06.2018 20:00:00.000 GMT-0700,1.15671,1.15675,1.15577,1.15638,6596.5801
20.06.2018 21:00:00.000 GMT-0700,1.15638,1.15650,1.15566,1.15622,4912.02
20.06.2018 22:00:00.000 GMT-0700,1.15622,1.15636,1.15539,1.15601,6783.3301
20.06.2018 23:00:00.000 GMT-0700,1.15601,1.15606,1.15400,1.15407,16775.2109
21.06.2018 00:00:00.000 GMT-0700,1.15406,1.15667,1.15351,1.15650,19180.9395
21.06.2018 01:00:00.000 GMT-0700,1.15648,1.15677,1.15171,1.15192,23932.3809
21.06.2018 02:00:00.000 GMT-0700,1.15191,1.15284,1.15082,1.15201,18993.7402
21.06.2018 03:00:00.000 GMT-0700,1.15202,1.15418,1.15154,1.15381,14343.8799
21.06.2018 04:00:00.000 GMT-0700,1.15383,1.15475,1.15290,1.15430,17338.0898
21.06.2018 05:00:00.000 GMT-0700,1.15431,1.16107,1.15320,1.15890,21736.3398
21.06.2018 06:00:00.000 GMT-0700,1.15891,1.16014,1.15822,1.15863,20210.8301
21.06.2018 07:00:00.000 GMT-0700,1.15861,1.16334,1.15751,1.16068,23159.1992
21.06.2018 08:00:00.000 GMT-0700,1.16067,1.16126,1.15976,1.15997,14740.9297
21.06.2018 09:00:00.000 GMT-0700,1.15997,1.16076,1.15950,1.16071,10635.6299
21.06.2018 10:00:00.000 GMT-0700,1.16070,1.16170,1.16059,1.16147,9218.7402
21.06.2018 11:00:00.000 GMT-0700,1.16146,1.16283,1.16140,1.16229,11133.1396
21.06.2018 12:00:00.000 GMT-0700,1.16229,1.16235,1.16117,1.16118,8914.1904
21.06.2018 13:00:00.000 GMT-0700,1.16116,1.16136,1.16025,1.16032,4887.3701
21.06.2018 14:00:00.000 GMT-0700,1.16023,1.16091,1.15984,1.16076,5981.1602
21.06.2018 15:00:00.000 GMT-0700,1.16078,1.16098,1.16030,1.16095,3458.4199
21.06.2018 16:00:00.000 GMT-0700,1.16095,1.16098,1.16032,1.16043,4424.02
21.06.2018 17:00:00.000 GMT-0700,1.16043,1.16176,1.16043,1.16116,8064.2002
21.06.2018 18:00:00.000 GMT-0700,1.16117,1.16128,1.16008,1.16008,7319.23
21.06.2018 19:00:00.000 GMT-0700,1.16006,1.16069,1.16005,1.16053,6240.0498
21.06.2018 20:00:00.000 GMT-0700,1.16052,1.16152,1.16042,1.16131,6209.4702
21.06.2018 21:00:00.000 GMT-0700,1.16132,1.16152,1.16085,1.16137,4261.8999
21.06.2018 22:00:00.000 GMT-0700,1.16137,1.16381,1.16136,1.16326,9481.4902
21.06.2018 23:00:00.000 GMT-0700,1.16323,1.16410,1.16245,1.16367,15810.1504
22.06.2018 00:00:00.000 GMT-0700,1.16382,1.16735,1.16382,1.16513,19496.6191
22.06.2018 01:00:00.000 GMT-0700,1.16511,1.16710,1.16411,1.16691,18155.2207
22.06.2018 02:00:00.000 GMT-0700,1.16691,1.16749,1.16573,1.16583,17214.4395
22.06.2018 03:00:00.000 GMT-0700,1.16583,1.16589,1.16320,1.16431,18442.5898
22.06.2018 04:00:00.000 GMT-0700,1.16430,1.16528,1.16348,1.16422,13149.0996
22.06.2018 05:00:00.000 GMT-0700,1.16406,1.16562,1.16397,1.16537,13858.1299
22.06.2018 06:00:00.000 GMT-0700,1.16540,1.16662,1.16428,1.16500,19449.0703
22.06.2018 07:00:00.000 GMT-0700,1.16502,1.16545,1.16175,1.16376,19413.7207
22.06.2018 08:00:00.000 GMT-0700,1.16381,1.16401,1.16294,1.16295,13043.1104
22.06.2018 09:00:00.000 GMT-0700,1.16296,1.16522,1.16292,1.16476,10240.2002
22.06.2018 10:00:00.000 GMT-0700,1.16477,1.16620,1.16468,1.16612,9875.2598
22.06.2018 11:00:00.000 GMT-0700,1.16614,1.16673,1.16557,1.16626,8677.7197
22.06.2018 12:00:00.000 GMT-0700,1.16628,1.16658,1.16577,1.16585,7946.6499
22.06.2018 13:00:00.000 GMT-0700,1.16586,1.16634,1.16561,1.16561,5152.9702
22.06.2018 14:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 15:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 16:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 17:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 18:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 19:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 20:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 21:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 22:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
22.06.2018 23:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 00:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 01:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 02:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 03:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 04:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 05:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 06:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 07:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 08:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 09:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 10:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 11:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 12:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 13:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 14:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 15:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 16:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 17:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 18:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 19:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 20:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 21:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 22:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
23.06.2018 23:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 00:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 01:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 02:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 03:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 04:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 05:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 06:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 07:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 08:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 09:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 10:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 11:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 12:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 13:00:00.000 GMT-0700,1.16561,1.16561,1.16561,1.16561,0
24.06.2018 14:00:00.000 GMT-0700,1.16622,1.16670,1.16577,1.16648,2057.8701
24.06.2018 15:00:00.000 GMT-0700,1.16649,1.16692,1.16629,1.16691,5776.0801
24.06.2018 16:00:00.000 GMT-0700,1.16691,1.16728,1.16600,1.16600,6029.5
24.06.2018 17:00:00.000 GMT-0700,1.16603,1.16613,1.16517,1.16564,11914.4805
24.06.2018 18:00:00.000 GMT-0700,1.16564,1.16605,1.16497,1.16563,12453.21
24.06.2018 19:00:00.000 GMT-0700,1.16564,1.16580,1.16471,1.16471,9066.0596
24.06.2018 20:00:00.000 GMT-0700,1.16470,1.16567,1.16462,1.16559,8060.5601
24.06.2018 21:00:00.000 GMT-0700,1.16560,1.16566,1.16502,1.16521,6490.3799
24.06.2018 22:00:00.000 GMT-0700,1.16525,1.16567,1.16394,1.16417,8716.2197
24.06.2018 23:00:00.000 GMT-0700,1.16417,1.16480,1.16297,1.16309,14978.8203
25.06.2018 00:00:00.000 GMT-0700,1.16308,1.16456,1.16286,1.16438,17762.75
25.06.2018 01:00:00.000 GMT-0700,1.16439,1.16707,1.16413,1.16588,16739.0801
25.06.2018 02:00:00.000 GMT-0700,1.16590,1.16645,1.16391,1.16494,15942.7803
25.06.2018 03:00:00.000 GMT-0700,1.16494,1.16520,1.16393,1.16518,12018.4199
25.06.2018 04:00:00.000 GMT-0700,1.16517,1.16933,1.16516,1.16875,15141.2305
25.06.2018 05:00:00.000 GMT-0700,1.16875,1.17015,1.16793,1.16819,15609.5
25.06.2018 06:00:00.000 GMT-0700,1.16822,1.16937,1.16780,1.16798,14319.2402
25.06.2018 07:00:00.000 GMT-0700,1.16798,1.16903,1.16710,1.16876,15863
25.06.2018 08:00:00.000 GMT-0700,1.16875,1.16980,1.16825,1.16930,12940.7402
25.06.2018 09:00:00.000 GMT-0700,1.16929,1.17017,1.16900,1.16916,11616.3398
25.06.2018 10:00:00.000 GMT-0700,1.16916,1.17017,1.16912,1.16969,8062.8198
25.06.2018 11:00:00.000 GMT-0700,1.16969,1.17130,1.16969,1.17042,9370.7695
25.06.2018 12:00:00.000 GMT-0700,1.17042,1.17122,1.16986,1.16993,11071.5596
25.06.2018 13:00:00.000 GMT-0700,1.16992,1.17049,1.16971,1.17034,4057.1799
25.06.2018 14:00:00.000 GMT-0700,1.17033,1.17044,1.16993,1.17007,2646.5901
25.06.2018 15:00:00.000 GMT-0700,1.17005,1.17067,1.17002,1.17022,3144.5701
25.06.2018 16:00:00.000 GMT-0700,1.17022,1.17056,1.16996,1.17009,4567.1201
25.06.2018 17:00:00.000 GMT-0700,1.17009,1.17103,1.16988,1.17043,9013.0195
25.06.2018 18:00:00.000 GMT-0700,1.17047,1.17119,1.17011,1.17060,10207.8604
25.06.2018 19:00:00.000 GMT-0700,1.17059,1.17179,1.17059,1.17165,10048.4404
25.06.2018 20:00:00.000 GMT-0700,1.17166,1.17203,1.17093,1.17095,7286.0498
25.06.2018 21:00:00.000 GMT-0700,1.17099,1.17157,1.17098,1.17145,5417.8301
25.06.2018 22:00:00.000 GMT-0700,1.17147,1.17188,1.17094,1.17100,9110.6104
25.06.2018 23:00:00.000 GMT-0700,1.17100,1.17110,1.16911,1.16935,16720.1797
26.06.2018 00:00:00.000 GMT-0700,1.16929,1.17020,1.16849,1.16858,19219.3105
26.06.2018 01:00:00.000 GMT-0700,1.16856,1.16883,1.16696,1.16729,17804.0391
26.06.2018 02:00:00.000 GMT-0700,1.16728,1.16768,1.16510,1.16600,22088.6406
26.06.2018 03:00:00.000 GMT-0700,1.16599,1.16709,1.16560,1.16698,16654.4199
26.06.2018 04:00:00.000 GMT-0700,1.16697,1.16790,1.16642,1.16743,15207.9102
26.06.2018 05:00:00.000 GMT-0700,1.16740,1.16844,1.16682,1.16709,16712.3008
26.06.2018 06:00:00.000 GMT-0700,1.16708,1.16743,1.16602,1.16643,16239.4004
26.06.2018 07:00:00.000 GMT-0700,1.16642,1.16711,1.16499,1.16658,17309.4199
26.06.2018 08:00:00.000 GMT-0700,1.16658,1.16771,1.16643,1.16753,15682.7803
26.06.2018 09:00:00.000 GMT-0700,1.16753,1.16762,1.16556,1.16580,12187.6201
26.06.2018 10:00:00.000 GMT-0700,1.16580,1.16611,1.16348,1.16418,13660.9404
26.06.2018 11:00:00.000 GMT-0700,1.16419,1.16511,1.16412,1.16508,9452.8701
26.06.2018 12:00:00.000 GMT-0700,1.16508,1.16539,1.16361,1.16439,9976.4297
26.06.2018 13:00:00.000 GMT-0700,1.16438,1.16518,1.16414,1.16466,4788.6499
26.06.2018 14:00:00.000 GMT-0700,1.16459,1.16487,1.16452,1.16464,3018.8899
26.06.2018 15:00:00.000 GMT-0700,1.16463,1.16516,1.16458,1.16498,3361.74
26.06.2018 16:00:00.000 GMT-0700,1.16499,1.16521,1.16483,1.16493,3370.71
26.06.2018 17:00:00.000 GMT-0700,1.16493,1.16546,1.16437,1.16542,7787.8599
26.06.2018 18:00:00.000 GMT-0700,1.16544,1.16598,1.16494,1.16525,10177.6699
26.06.2018 19:00:00.000 GMT-0700,1.16526,1.16582,1.16500,1.16530,8483.5703
26.06.2018 20:00:00.000 GMT-0700,1.16530,1.16640,1.16494,1.16594,10119.4502
26.06.2018 21:00:00.000 GMT-0700,1.16594,1.16605,1.16518,1.16544,6775.8901
26.06.2018 22:00:00.000 GMT-0700,1.16545,1.16570,1.16396,1.16528,11536.5703
26.06.2018 23:00:00.000 GMT-0700,1.16529,1.16668,1.16492,1.16660,13250.1699
27.06.2018 00:00:00.000 GMT-0700,1.16663,1.16720,1.16530,1.16550,17043.5605
27.06.2018 01:00:00.000 GMT-0700,1.16545,1.16572,1.16239,1.16276,18880.4297
27.06.2018 02:00:00.000 GMT-0700,1.16276,1.16411,1.16215,1.16403,14997.5898
27.06.2018 03:00:00.000 GMT-0700,1.16403,1.16434,1.16337,1.16339,14191.5898
27.06.2018 04:00:00.000 GMT-0700,1.16339,1.16399,1.16076,1.16286,61658.5508
27.06.2018 05:00:00.000 GMT-0700,1.16255,1.16303,1.15938,1.15968,19913.7598
27.06.2018 06:00:00.000 GMT-0700,1.15967,1.16130,1.15965,1.16075,16165.4004
27.06.2018 07:00:00.000 GMT-0700,1.16073,1.16113,1.15936,1.15939,17370.8398
27.06.2018 08:00:00.000 GMT-0700,1.15941,1.15972,1.15815,1.15874,15235.6797
27.06.2018 09:00:00.000 GMT-0700,1.15873,1.15913,1.15750,1.15827,11992.4502
27.06.2018 10:00:00.000 GMT-0700,1.15827,1.15891,1.15643,1.15671,11288.9697
27.06.2018 11:00:00.000 GMT-0700,1.15671,1.15684,1.15526,1.15569,10268.5596
27.06.2018 12:00:00.000 GMT-0700,1.15570,1.15581,1.15407,1.15530,13302.7803
27.06.2018 13:00:00.000 GMT-0700,1.15530,1.15609,1.15520,1.15531,5975.3198
27.06.2018 14:00:00.000 GMT-0700,1.15534,1.15621,1.15509,1.15585,8666.4004
27.06.2018 15:00:00.000 GMT-0700,1.15585,1.15625,1.15574,1.15596,5087.7798
27.06.2018 16:00:00.000 GMT-0700,1.15595,1.15635,1.15554,1.15629,4714.5898
27.06.2018 17:00:00.000 GMT-0700,1.15628,1.15652,1.15538,1.15650,9528.2998
27.06.2018 18:00:00.000 GMT-0700,1.15651,1.15670,1.15597,1.15637,10521.6396
27.06.2018 19:00:00.000 GMT-0700,1.15645,1.15712,1.15640,1.15708,8547.7803
27.06.2018 20:00:00.000 GMT-0700,1.15707,1.15729,1.15652,1.15679,7195.8901
27.06.2018 21:00:00.000 GMT-0700,1.15678,1.15689,1.15620,1.15624,4936.46
27.06.2018 22:00:00.000 GMT-0700,1.15626,1.15636,1.15474,1.15558,9139.1201
27.06.2018 23:00:00.000 GMT-0700,1.15557,1.15590,1.15271,1.15404,14674.2998
28.06.2018 00:00:00.000 GMT-0700,1.15405,1.15695,1.15274,1.15598,19470.8809
28.06.2018 01:00:00.000 GMT-0700,1.15634,1.15652,1.15353,1.15550,18691.6191
28.06.2018 02:00:00.000 GMT-0700,1.15549,1.15799,1.15530,1.15759,16059.0195
28.06.2018 03:00:00.000 GMT-0700,1.15760,1.15977,1.15659,1.15922,16603.6992
28.06.2018 04:00:00.000 GMT-0700,1.15922,1.15926,1.15766,1.15857,14802.1602
28.06.2018 05:00:00.000 GMT-0700,1.15862,1.16005,1.15640,1.15645,18102.5293
28.06.2018 06:00:00.000 GMT-0700,1.15645,1.15797,1.15506,1.15713,18691.7109
28.06.2018 07:00:00.000 GMT-0700,1.15715,1.15953,1.15707,1.15804,21151.9492
28.06.2018 08:00:00.000 GMT-0700,1.15803,1.15908,1.15670,1.15802,17366.2305
28.06.2018 09:00:00.000 GMT-0700,1.15822,1.15850,1.15756,1.15832,11520.0996
28.06.2018 10:00:00.000 GMT-0700,1.15834,1.15863,1.15745,1.15831,12119.2002
28.06.2018 11:00:00.000 GMT-0700,1.15831,1.15852,1.15509,1.15543,11874.6104
28.06.2018 12:00:00.000 GMT-0700,1.15543,1.15666,1.15541,1.15641,10284.0801
28.06.2018 13:00:00.000 GMT-0700,1.15641,1.15694,1.15599,1.15684,4978.96
28.06.2018 14:00:00.000 GMT-0700,1.15681,1.15710,1.15595,1.15617,4852.21
28.06.2018 15:00:00.000 GMT-0700,1.15619,1.15644,1.15582,1.15644,3514.3501
28.06.2018 16:00:00.000 GMT-0700,1.15640,1.15710,1.15617,1.15634,3942.1899
28.06.2018 17:00:00.000 GMT-0700,1.15634,1.15759,1.15632,1.15694,8618.1699
